id, Name, Level, Clan, QuestNumber, NextQuest, Unknown4, Unknown4a, Unknown5, InQuestDestPacket1, Unknown7, Unknown8, FromNPCID, Unknown10, Unknown11, Unknown12, Unknown13, Unknown14, ToNPCID, MonsterID, Value, Unknown17, Unknown18, RewardType, RewardValue, Text1, Text2, Text3, Text4, Text5, Text6, Text7, Text8, Text9, Text10
171,"[Nogeom] Obstruct Blue Toad Grunt.",82,3,55,192,1,1,0,0,0,0,68,0,0,0,0,0,68,133,3,0,0,4,89101,"Glad you could come.","The Grunt of Blue Toad is in Bulmun Valley now.","","","","","","oh oh.. Thank you for your trouble.","","Can you see me for a while?"
--,,,,,,,,,,,,,,,,,,,,,,,4,157755,"As a matter of fact, do me a favor.","Please accept his request.","","","","","","I may have asked you to do something too dangerous","","It will be a difficult task."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"A friend of mine with a sad story had requested","Fornately, he has saved a lot of money, ","","","","","","but it seems that you have finished your task.","","They don't travel together so it will be hard."
--,,,,,,,,,,,,,,,,,,,,,,,,,"a favor.","and he said that he will reward you handsomely.","","","","","","Indeed, I pick the right person.","","I'll await your good news."
--,,,,,,,,,,,,,,,,,,,,,,,,,"Your seeking revenge for Hwakrang and Mubulso","","","","","","","This is the money that my frien gave me.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"sometime ago, is known throught ","","","","","","","It is something for your deed, so don't refuse","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Yongu. So to that matter..","","","","","","","and accept it.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"As for my friend, his family too were killed","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"by the Grunt of Blue Toad..","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"To have his revenge, he even learned the","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"military art, but became crippled by them.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Fortunately, he has a lot of money saved up.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"He ask me to hire you.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"To wipe out the Blue Toad in Bulmun Valley.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Please accept his request.","","","","","","","","",""
172,"[Nogeom] Subjugation of Blood Excreting Demon.",83,1,59,173,1,1,0,0,0,0,1,0,0,0,0,0,1,104,90,0,0,4,79958,"It's urgent, so hurry and go to Berim forest!!","There is no time to spare.","","","","","","Good work..","","Your heavenly mentor calls for you. Come."
--,,,,,,,,,,,,,,,,,,,,,,,4,161900,"I'm afraid that the a counterattack of the  ","Go to Berim forest this instant, and help them ","","","","","","We took care of the most urgent matter for now. ","","I will await your good news..giggle giggle giggle"
--,,,,,,,,,,,,,,,,,,,,,,,6,10996,"Yaoguai has fully started..","kill the Blood Excreting Demon!!","","","","","","Their strength will be more than what we saw..","","It wil not be that difficult of a task.."
--,,,,,,,,,,,,,,,,,,,,,,,,,"We haven't solved the problem between Jinsong and","If we don't, we might have to go through that","","","","","","The forces of Yaoguai has gotten stronger,","","I'll see you in castle."
--,,,,,,,,,,,,,,,,,,,,,,,,,"Little Boss yet. So what is this predicament?","nightmare again, 15 years ago. ","","","","","","while we had lost our gaze to the sword.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"If not, does this have anything to do with them..?","","","","","","","The entire the Warrior World is responsible for ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Anyway, let's settle the most urgent matter first.","","","","","","","not not being ready in their false peace.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Berim forest has become a battlefield of hell","","","","","","","We should put off all task that has to do ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"due to the forces of Yaoguai.","","","","","","","with the sword for a while.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Their leader is the Blood Excreting Demon.","","","","","","","Go rest for now.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"The warriors of castle are facing them, but it","","","","","","","I'm going to Heavely Lord to report this..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"seems that they will need some reinforcements.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Go to Berim forest this instant, and help them","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"kill the Blood Excreting Demon.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"It is best that you hurry.","","","","","","","","",""
173,"[Nogeom] Meet the King of Doctors.",83,1,60,174,1,7,0,0,0,0,10,0,0,0,0,0,69,0,0,0,0,4,102804,"There are many warriors of castle wounded due","Many lives are on the line.","","","","","","Ae..? The Gon needs my help..?","","Can I have a word with you?"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"to this battle in Berim forest.","Please go and bring King of Doctors.","","","","","","giggle giggle giggle.. That is funny.","","It will not be that difficult.."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"I alone will not be able to handle it.","","","","","","","How many patients does he have? Why would a well","","I heard that you and King of Doctors have met."
--,,,,,,,,,,,,,,,,,,,,,,,,,"Can you go and bring King of Doctors?","","","","","","","known doctor like him will call for me..","","Huh Huh Huh.. It will not be difficult."
--,,,,,,,,,,,,,,,,,,,,,,,,,"He's an old geezer, but when it comes to work","","","","","","","Anyway, I'll go and see.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"he is dead serious..","","","","","","","I have an urgent patient here myself, so tell him","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I beg you.","","","","","","","that I will go after I treat this patient.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I can't leave since there are so many patients","","","","","","","Thank you for your trouble of coming here.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"so hurry and bring him here.","","","","","","","I'll play nice today. Take this and have a drink.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","giggle giggle. Why do think that is strange?","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","I too get happy sometimes. giggle giggle giggle.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
174,"[Nogeom] Delivering the letter to Jucidal.",84,1,61,175,1,3,0,0,0,0,8,0,0,0,0,0,18,746,0,0,0,4,166098,"Go and give this letter to Jucidal.","Just deliver this letter to Mr. Jucidal.","","","","","","ha ha ha ha ha..","","I need a word with you."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"The Yaoguai started move, and the team's ","I'm busy, and you are acquainted with him","","","","","","Good to see you again!! Did you miss me?","","It will not be hard to find Mr. Jucidal."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"strategies were changed.","so, please do me this favor.","","","","","","Um? So you came for something else..?","","You just need to deliver this letter."
--,,,,,,,,,,,,,,,,,,,,,,,,,"I don't know everything, but anyhow","","","","","","","Uh Um.. This letter...!!","","Put your best effort."
--,,,,,,,,,,,,,,,,,,,,,,,,,"you know him too, so give this to him.","","","","","","","I see. So the pursuit team's strategies will ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I think I'm going to be busy and also I have to ","","","","","","","all be changed..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"strengthen the defense of castle..","","","","","","","Well it is possible at a disturbed time like this.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Well then, put you best effort.","","","","","","","Anyway, thank you for your trouble.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","Also, if you want to learn my killer smile, ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","come and see my anytime.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","¿Íha ha ha ha ha ha..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
175,"[Nogeom] Deliver the Flying Crane Sword to Mubulso.",84,1,62,176,1,3,0,0,0,0,4,0,0,0,0,0,67,747,0,0,0,0,0,"I called for you for a reason.","This Flying Crane Sword is made by Mubulso.","","","","","","Ah ah.. This is..","","Can I see you for a while?"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"The battle with the Yaoguai will begin ","That is why it will better that he looks at it.","","","","","","I didn't expect to see Flying Crane Sword again.","","You just need to deliver the Flying Crane Sword."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"soon, and to prepare for it, I'm thinking","I beg you.","","","","","","It seems that Gowonho has decided to ","","I heard that you know Mubulso."
--,,,,,,,,,,,,,,,,,,,,,,,,," of repairing this Flying Crane Sword.","","","","","","","do something..","","Be off."
--,,,,,,,,,,,,,,,,,,,,,,,,,"I was into only training the young students,","","","","","","","He could use the Sword as it is now, but knowing","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"and my sword could have gotten dull..","","","","","","","him, he will want it to be be in perfect shape..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Anyway, I know that it will be troublesome, but","","","","","","","Anyway, I understand.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"will you take my Flying Crane Sword to Mubulso?","","","","","","","There was that time where I received your help so","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I think it is best that he take a look at it","","","","","","","I will do my best so it will be the finest!!","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"since he is the one who made it.","","","","","","","It will take some time, so give ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I want to go, but I have something else to do..","","","","","","","me a few days.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Please. I will certainly reward you next time.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
176,"[Nogeom] Obtain the Silver Glow Stone.",84,1,63,177,1,2,0,0,0,0,67,0,0,0,0,0,67,748,748,748,0,4,58556,"Sorry for bothering you when you could be busy.","Those Grey Undead Soldiers of Muwang ","","","","","","You brought it back sooner than I thought.","","Can you help me?"
--,,,,,,,,,,,,,,,,,,,,,,,4,166098,"I have an urgent matter to request of you..","Cave must have the Silver Glow Stone.","","","","","","Thank you so much for your trouble.","","I'm sorry to have bothered you."
--,,,,,,,,,,,,,,,,,,,,,,,6,139,"Just the Glow Stone.","Anyhow, please find the Glow Stone for me.","","","","","","This is something in return for your trouble.","","I will be waiting."
--,,,,,,,,,,,,,,,,,,,,,,,,,"I need it for refining Mr. Gowonho's Flying Crane ","I'm sorry to ask you for such a troublesome task.","","","","","","It's a valuable and useful item.","","It will not be easy to find."
--,,,,,,,,,,,,,,,,,,,,,,,,,"Sword, but unfortunately I don't have it.","","","","","","","Well then, I should go back to refining the sword.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"We have to go to Muwang Cave to find it.","","","","","","","When I finish, I will call for you then.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I've heard that a large amount of Silver Glow","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Stone was discovered there..","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Bring the Glow Stone from Muwang Cave.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"That place is filled with many enemies including","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"the Grey Undead Soldier, but you can do it.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Grey Undead Soldier might have it..","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Anyhow, I ask of you.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
177,"[Nogeom] Deliver the Flying Crane Sword.",85,1,64,178,1,3,0,0,0,0,67,0,0,0,0,0,4,749,0,0,0,4,96025,"Um.. Sorry it took longer than expected.","It is the newly refined Flying Crane Sword which ","","","","","","oh oh.. This sharpness and flexibility..","","The refinement process is finished!! Come!!"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"I just wanted to make it perfect as possible and ","is much stronger and sharper than the old one.","","","","","","Indeed Mubulso.. His skills are excellent.","","Deliver this to Mr. Gowonho."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"didn't even realize the time.","Mr. Gowonho should be pleased with it.","","","","","","It is lighter, more flexible, and durable than","","Tell Mr. Gowonho that I will pick up the bill."
--,,,,,,,,,,,,,,,,,,,,,,,,,"Now, take this Flying Crane Sword to Mr. Gowonho.","Hurry, and deliver it to him.","","","","","","the old Flying Cane Sword. Soon, I should reward","","I'm sure that Mr. Gowonho will be satisfied."
--,,,,,,,,,,,,,,,,,,,,,,,,,"Since I  refined it to be much sharper than the","","","","","","","Mubulso handsomely.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"last Flying Crane Sword, he will be satified.","","","","","","","Good work!! This is something for your trouble.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","Don't refuse and accept it.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
178,"[Nogeom] Meet Detective Songho.",85,1,65,179,1,7,0,0,0,0,1,0,0,0,0,0,83,0,0,0,0,4,96025,"Will you go to Songho?","You just need to tell Songho to ","","","","","","Was there an order for me to return to castle..?","","Come over here. "
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"The castle just ordered him to return.","return to castle.","","","","","","Hmm.. Anyway, that's good.","","You know Songho is, right? Well then, carry on.."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"There's some personal matter and he has to write","","","","","","","I was getting sick of this cave anyway..","","It will not be difficult.. giggle giggle giggle.."
--,,,,,,,,,,,,,,,,,,,,,,,,,"a report so he will have to personally come.","","","","","","","I'll return again, but I haven't had a ","","Bye. giggle giggle giggle.."
--,,,,,,,,,,,,,,,,,,,,,,,,,"You just have to tell him to return to castle.","","","","","","","chance to wash up and I started to smell bad.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"It is not a difficult task, and just think of it ","","","","","","","Anyhow, I will soon follow you.  Go first.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"as a short hike.","","","","","","","You have come here for me, so accept this.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
179,"[Nogeom] Obtain the Carmin Jade Rock.",85,1,66,180,1,2,0,0,0,0,66,0,0,0,0,0,66,750,0,0,0,4,48013,"It's been a while. Thank you for the other day.","Carmin Jade Rock can be only found in Western.","","","","","","This red sparkle.. ","","Can you help me for a while?"
--,,,,,,,,,,,,,,,,,,,,,,,4,170349,"I want to know if I can ask you ","The Blue Toad Grunt of Muwang Cave must ","","","","","","It is the best, Carmin Jade Rock indeed.","","It will be a little difficult."
--,,,,,,,,,,,,,,,,,,,,,,,6,10744,"for a favor..","have stolen it from the merchants of Western.","","","","","","Only the high ranking merchants would have the ","","I will await your good news."
--,,,,,,,,,,,,,,,,,,,,,,,,,"The high officials asked for a wedding apparel,","I know it sounds strange, but will you","","","","","","jewel, and most likely, the Blue Toad Grunt has ","","It will not be easy finding the Carmin Jade Rock."
--,,,,,,,,,,,,,,,,,,,,,,,,,"but I didn't have the Carmin Jade Rock.","be able to retrieve the Carmin Jade Rock?","","","","","","slaughtered them.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I've already received the full payment for it, ","I will reward you handsomely. I beg you.","","","","","","Anyway, thank you for your troble.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"so I can't just leave that out..","","","","","","","As promised I will reward you handsomely.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"That is why I want to ask you for a favor..","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"The Blue Toad Grunt of Muwang Cave ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"has the item.","","","","","","","","",""
